codpro;descricao;m2;familia_id
1138;VINIL DURATA LUNGA 1,52x50m BR BRILHO 80MIC;76;829
1139;VINIL DURATA LUNGA 1,06x50m BR FOSCO 80MIC;53;829
1140;VINIL DURATA LUNGA 1,27x50m BR FOSCO 80MIC;63,5;829
1141;VINIL DURATA LUNGA 1,37x50m BR FOSCO 80MIC;68,5;829
1142;VINIL DURATA LUNGA 1,52x50m BR FOSCO 80MIC;76;829
1143;VINIL DURATA GETTO 1,06x50m BR BRILHO 100MIC;53;829
1144;VINIL DURATA GETTO 1,27x50m BR BRILHO 100MIC;63,5;829
1145;VINIL DURATA GETTO 1,37x50m BR BRILHO 100MIC;68,5;829
1146;VINIL DURATA GETTO 1,52x50m BR BRILHO 100MIC;76;829
1147;VINIL DURATA GETTO 1,06x50m BR FOSCO 100MIC;53;829
1148;VINIL DURATA GETTO 1,27x50m BR FOSCO 100MIC;63,5;829
1149;VINIL DURATA GETTO 1,37x50m BR FOSCO 100MIC;68,5;829
1150;VINIL DURATA GETTO 1,52x50m BR FOSCO 100MIC;76;829
1151;VINIL DURAPRINT PERFURADO 1,37x50m;68,5;829
1152;VINIL DURATA BLOCKOUT 1,37x50m FOSCO;68,5;829
1153;VINIL DURATA ECONOMICO 1,06m;53;829
1154;VINIL DURATA BLOCKOUT 1,37x50m BRILHO;68,5;829
1168;VINIL ORACAL 970G 935 GREY CAST IRON 1,52;76;117
1170;VINIL ORACAL 970M 932 GRAPHITE METALLIC 1,52;76;117
1171;VINIL ORACAL 651M - 060 - FOSCO;63;113
1189;VINIL ORACAL 970G 905 BLACK GALACTIC GOLD;63;117
1190;VINIL ORAJET 3620G TRANSP 1,37x50m;68,5;130
1191;VINIL ORAJET 3620G BRANCO 1,37x50m;68,5;130
1205;VINIL ORACAL 970G 155 INTERG BLUE 1,52;76;117
1206;VINIL ORACAL 970G 300 MANDARIN 1,52;76;117
1207;VINIL ORACAL 970GRA 300 MANDARIN 1,52;76;117
1208;VINIL ORAJET 3164GHT 010 1,37 x 50m;68,5;130
1209;VINIL ORAJET 3951G 010 1,52;76;614
1210;VINIL ORAJET 3106SG BRANCO 1,37;68,5;614
1211;VINIL ORACAL 8300 073 - 630mm;31,5;118
1212;VINIL ORACAL 970G 318 AQUAMARINE - SHIFT;63;117
1213;VINIL ORACAL 970G 319 ULTRAMARVIOLET SHIFT;63;117
1219;VINIL ORAGUARD 283G 1,52;76;832
1232;VINIL ORAGUARD 270G 1,52;76;832
1233;VINIL ORAJET 3651M 000 1,37 x 50m TRANSP;68,5;613
1234;VINIL DURATA BUBBLE FREE 1,27x50m BRILHO;63,5;829
1235;VINIL DURATA BUBBLE FREE 1,52x50m BRILHO;76;829
1236;VINIL DURATA ESTREMA 1,27x50m BRILHO;63,5;829
1237;VINIL DURATA ESTREMA 1,52x50m BRILHO;76;829
1238;VINIL DURATA LUNGA TRANSP. BRILHO 1,27x50m;63,5;829
1239;VINIL DURATA LUNGA TRANSP. BRILHO 1,52x50m;76;829
1250;CLEANING AND CARE KIT - GLOSSY SURFACES;1;150
1253;ESPATULA PLASTICA ORAFOL GOLD;1;150
1254;CATALOGO LEQUE 970;1;150
1255;CATALOGO LEQUE 651;1;150
1256;VINIL ORACAL 970G 192 1,52 DEEP BLUE METAL;76;117
1257;AMOSTRA VINIL;63;613
1264;VINIL ORACAL 751CG 043 LAVENDER;63;115
1271;VINIL ORACAL 8100 031 1,26 x 50m;63;118
1272;MASCARA ORASMASK 813 1,26 x 50m;63;120
1273;MASCARA ORASMASK 813 1,00 x 50m;50;120
1274;VINIL ORACAL 751CG 930 GOLD L;63;115
1275;VINIL ORAJET 3164G 000 1,37 x 50 TRANSP;68,5;130
1276;VINIL ORAJET 3651G 000 1,52 x 50m TRANSP;76;613
1277;MASCARA RTAPE 4050 RLA 1,22 X 91,40m;61;831
1280;VINIL ORAGUARD 210G 1,37 X 50 F000;68,5;131
1281;FITA ORABOND UHB03050T 12mm x 33m;1;621
1282;FITA ORABOND UHB03064W 12mm x 33m;1;621
1283;FITA ORABOND UHB03100T 12mm x 33m;1;621
1284;FITA ORABOND UHB03110W 12mm x 33m;1;621
1285;VINIL ORACAL 970GRA 963 JETSTREAM BLUE;63;117
1286;MASCARA ORATAPE HT95 TRANSP F99 1,22M X 50M;61;120
1287;MASCARA ORATAPE MT72 PAPEL F99 1,22M X 50M;61;120
1296;VINIL ORAJET 3651G 000 1,05 x 50m TRANSP;52,5;613
1297;VINIL ORAJET 3591GRA F101 BRILHO 1,37 X 50M;68,5;613
1298;VINIL ORACAL 751CG 591 BLUE MIDNIGHT;63;115
1299;MASCARA ORASMASK 810 1,26 x 50m;63;120
1301;VINIL ORACAL 551 701 DEEP BLACK GLOSSY;63;150
1302;VINIL ORACAL 352/003 GOLD;63;111
1303;VINIL ORACAL 970GRA 961 LUSCIOUS LIPS;63;117
1304;VINIL ORAGUARD 210M 1,37 X 50 F000;68,5;131
1305;VINIL ORAJET 3651G RA BRANCO 1,37m X 50m;68,5;613
1306;VINIL ORACAL 970M 368 DARK RED METAL 1,52;76;117
1307;VINIL ORACAL 751CG 608 PETROL;63;115
1311;VINIL ORAGUARD 270F 1,52;76;832
1312;VINIL ORAJET 3651G 010 1,26 x 25m;63;613
1315;VINIL ORACAL 751CG 056 ICE BLUE;63;115
1316;FITA ORABOND 1808 1250mm;1;621
1317;FITA ORABOND 1397PP 1m x 50m;1;621
1331;VINIL ORACAL 8500 010;63;119
1332;VINIL ORACAL 8500 021;63;119
1333;VINIL ORACAL 8500 034;63;119
1334;VINIL ORACAL 8500 051;63;119
1335;VINIL ORACAL 8500 068;63;119
1336;VINIL ORACAL 8500 207;63;119
1337;VINIL ORALITE 5650RA BRANCO 1,52 x 50m;76;121
1338;VINIL ORAGUARD 215M 1,37 x 50m;68,5;131
1340;VINIL ORALITE 5600RA BRANCO 1,235 x 50m;61,75;121
1341;VINIL PERFURADO INFLEX IO2300C 1,27m;63,5;829
1342;VINIL PERFURADO INFLEX IO2300C 1,37x50m;68,5;829
1343;CATALOGO A4 - ORACAL 651G;1;150
1344;VINIL ORAJET 3640M BRANCO 1,52;76;130
1345;FITA ORABOND 1345 1 x 50m;1;621
1348;VINIL ORALITE 5650RA 020 AMARELO 1,235 x 50m;61,75;121
1349;VINIL ORALITE 5650RA 030 VERMELHO 1,235 x 50m;61,75;121
1350;VINIL ORALITE 5650RA 070 PRETO 1,235 x 50m;61,75;121
1351;VINIL ORALITE 5650RA 091 GOLD 1,235 x 50m;61,75;121
1352;VINIL ORAGUARD 293F 1,55 X 50 H800;77,5;131
1353;CATALOGO A4 - ORACAL 651M;1;150
1357;VINIL ORACAL 970G 010 WHITE;63;117
1358;CATALOGO A4 - ORACAL 751G;1;150
1359;CATALOGO A4 - ORACAL 970;1;150
1360;CATALOGO A4 - ORACAL 8100;1;150
1361;CATALOGO A4 - ORACAL 8300;1;150
1362;CATALOGO A4 - ORACAL 8500;1;150
1363;CATALOGO A4 - ORACAL 8800;1;150
1365;VINIL ORACAL 751CG 049 KING BLUE;63;115
1366;VINIL ORAJET 3165G RA BRILHO 010 1,37 x 50m;68,5;614
1367;CATALOGO A4 - ORABOND UHB;1;150
1368;VINIL ORACAL 8500 090;63;119
1371;VINIL ORACAL 8500 020;63;119
1372;VINIL ORAGUARD 280G 1,52;76;832
1373;VINIL ORALITE 5650RA 035 LARANJA 1,235 x 50m;61,75;121
1374;VINIL ORALITE 5650RA 050 AZUL 1,235 x 50m;61,75;121
1375;VINIL ORACAL 8500 031;63;119
1376;VINIL ORACAL 8500 060;63;119
1377;VINIL ORAJET 3551GRA F101 1,37 x 50m;68,5;613
1378;VINIL ORACAL 751CG 071 GREY;63;115
1379;VINIL ORACAL 751CG 076 TELEGREY;63;115
1380;MASCARA RTAPE 4050 RLA 1,37 X 91,40m;125,22;831
1381;MASCARA RTAPE 4050 RLA 1,524 X 91,40m;139,29;831
1382;MASCARA RTAPE 4761 RLA 1,22 X 91,40m;111,51;831
1383;MASCARA RTAPE 4760 1,37 X 91,40m;125,22;831
1384;VINIL ORAJET 3951G 090 1,52;76;614
1386;VINIL ORACAL 6510 039 RED - 1,22x50;61;826
1387;VINIL DURAPRINT PERFURADO 1,06x50m;53;829
1388;VINIL ORACAL 641M - 518;63;150
1391;KIT DE APLICACAO DE PRIMER,;1;150
1392;VINIL ORACAL 6510 069 GREEN FLUOR - 1,26x50;63;826
1393;VINIL ORACAL 631M 072;63;150
1398;VINIL ORACAL 6510 037 ORANGE FLUOR - 1,26x50;63;826
1399;VINIL ORACAL 6510 046 PINK FLUOR - 1,26x50;63;826
1400;VINIL ORAJET 3620G BRANCO 1,52x50m;76;130
1404;MASCARA ORATAPE MT82 PAPEL F99;63;120
1405;VINIL ORALITE 5650RA 060 VERDE 1,235 x 50m;61,75;121
1407;VINIL ORACAL 651M - 074 - FOSCO;63;113
1408;VINIL ORAGUARD 283GF 1,52;76;832
1409;VINIL ORAJET 1902 1,27 x 20m;63,5;120
1437;VINIL ORAGUARD 215G 1,05 x 50m;52,5;131
1438;VINIL ORACAL 751CG 211 SUN YELLOW;63;115
1440;VINIL ORACAL 8500 040;63;119
1441;VINIL ORACAL 8500 049;63;119
1442;CATALOGO A4 - ORACAL 6510/7510;1;150
1445;VINIL ORACAL 970GRA 197 METAL AZZURE;63;117
1446;VINIL ORACAL 970GRA 937 CHARCOAL METAL;63;117
1451;VINIL ORACAL 751CG 619 TRAFFIC GREEN;63;115
1452;VINIL ORAJET 3640G 010 BRANCO 1,52 X 50;63;130
1457;VINIL ORAGUARD 280GF 1,52;76;832
1458;CATALOGO LEQUE 751;1;150
1459;VINIL ORAGUARD 2815GF 1,52;76;832
1460;VINIL ORAJET 3640M TRANSPARENTE 1,37;68,5;130
1466;VINIL ORACAL 970G 076 TELEGREY;63;117
1467;VINIL ORACAL 970GRA 406 VIOLET METTALIC;63;117
1468;VINIL ORACAL 970M 070 - PRETO FOSCO;63;117
1469;VINIL ORACAL 970M 196 NIGHT BLUE METAL;63;117
1470;VINIL ORACAL 970M 285 NATO OLIVE;63;117
1471;VINIL ORACAL 970GRA 959 TANGERINE DREAM;63;117
1472;VINIL ORACAL 751CG 061 GREEN;63;115
1473;VINIL ORACAL 751CG 019 SIGNAL YELLOW;63;115
1474;VINIL ORACAL 8500 330;63;119
1475;VINIL ORACAL 8300 020 1,26;63;118
1476;VINIL ORACAL 8300 025 1,26;63;118
1477;VINIL ORACAL 8300 032 1,26;63;118
1478;VINIL ORACAL 8300 052 1,26;63;118
1479;VINIL ORACAL 8300 077 1,26;63;118
1480;VINIL ORACAL 8300 021 - 630mm;31,5;118
1481;VINIL ORACAL 8300 031 - 630mm;31,5;118
1482;VINIL ORACAL 8300 074 - 630mm;31,5;118
1483;FITA ORABOND 1375 1,22 x 50m;61;621
1484;VINIL ORACAL 751CG 209 MAIZE YELLOW;63;115
1485;VINIL ORACAL 751CG 325 MIDDLE RED;63;115
1486;VINIL ORACAL 751CG 027 TOMATO RED;63;115
1487;VINIL ORACAL 751CG 047 ORANGE RED;63;115
1488;VINIL ORACAL 751CG 048 BORDEAUX;63;115
1489;VINIL ORACAL 751CG 532 BLACK BLUE;63;115
1490;VINIL ORACAL 751CG 518 STEEL BLUE;63;115
1491;VINIL ORACAL 751CG 537 DEEP BLUE;63;115
1492;VINIL ORACAL 751CG 918 NICKEL;63;115
1493;VINIL ORACAL 751CG 555 GLACIER BLUE;63;115
1494;VINIL ORACAL 751CG 054 TURQUOISE;63;115
1495;VINIL ORACAL 751CG 720 KOMATSU GREY;63;115
1496;VINIL ORACAL 751CG 020 GOLDEN YELLOW;63;115
1497;VINIL ORACAL 751CG 507 CAPRI BLUE;63;115
1498;VINIL ORACAL 651M - 057 - FOSCO;63;113
1499;VINIL ORACAL 651M - 071 - FOSCO;63;113
1500;VINIL ORACAL 651M - 092 - FOSCO;63;113
1501;VINIL ORACAL 651M - 032 - FOSCO;63;113
1502;VINIL ORACAL 651M - 091 - FOSCO;63;113
1503;VINIL ORACAL 8300 025 - 630mm;31,5;118
1504;VINIL ORACAL 6510 357 ORANGE RED FL - 1,26x50;63;826
1505;VINIL ORACAL 6510 038 RED ORANGE FL - 1,26x50;63;826
1507;VINIL ORACAL 751CG 549 DOVE BLUE;63;115
1508;VINIL ORACAL 970MRA 937 CHARCOAL METAL;63;117
1509;VINIL ORACAL 970M F197 METAL AZZURE;63;117
1510;VINIL ORACAL 970MRA 100 SUNSET SHIFT 1,52;63;117
1511;VINIL ORACAL 970M F920 BRONZE;63;117
1512;VINIL ORACAL 651M - 076 - FOSCO;63;113
1515;VINIL ORAJET 1902 1,07 x 20m;21,4;120
1521;VINIL ORACAL 970GRA 369 RED BROWN METALLIC;63;117
1522;VINIL ORACAL 970MRA 090 SILVER GREY;63;117
1523;VINIL ORACAL 970MRA 372 IMPERIAL RED PEARL;63;117
1526;VINIL ORACAL 8300 097 1,26;63;118
1527;VINIL ORACAL 8300 053 1,26;63;118
1528;VINIL ORACAL 8300 021 1,26;63;118
1529;VINIL ORACAL 8300 041 1,26;63;118
1530;VINIL IMPRESSAO INFLEX IV2200 BR BRILHO 1,37m;68,5;829
1532;VINIL ORAJET 3640M TRANSPARENTE 1,26;63;130
1533;VINIL ORACAL 970GRA 070 BLACK;63;117
1534;VINIL ORACAL 970GRA 155 INTERG BLUE 1,52;76;117
1535;VINIL ORACAL 970MRA 406 VIOLET METTALIC;63;117
1536;VINIL ORACAL 970GRA 602 GRASS GREEN;63;117
1537;VINIL ORACAL 970MRA 944 RED GOLD;63;117
1538;CATALOGO A4 - ORALITE 5510;1;150
1544;VINIL ORACAL 970GRA 464 LAWN GREEN;63;117
1545;VINIL ORACAL 970GRA 904 SILVER LAKE;63;117
1546;VINIL ORACAL 970MRA 932 GRAPHITE METAL 1,52;76;117
1547;VINIL ORACAL 970GRA 178 BALTIC BLUE 1,52;76;117
1548;VINIL ORACAL 970GRA 256 CARGO YELLOW 1,52;76;117
1549;VINIL ORACAL 970GRA 926 PYRITE 1,52;76;117
1550;VINIL ORACAL 970GRA 945 CRYSTAL WHITE 1,52;76;117
1551;VINIL ORACAL 970MRA 070 PRETO FOSCO;63;117
1552;VINIL ORACAL 970GRA 795 STEEL;63;117
1553;VINIL ORACAL 970MRA 100 SUNSET;63;117
1554;VINIL ORACAL 970GRA 988 GREEN BLUE-SHIFT;63;117
1555;VINIL ORACAL 970MRA 988 GREEN BLUE-SHIFT;63;117
1556;VINIL ORACAL 970GRA 030 DARK RED 1,52;76;117
1557;VINIL ORACAL 970GRA 934 ZINC METALLIC;63;117
1558;VINIL ORACAL 970MRA 093 - ANTHRACITE 1,52;76;117
1559;VINIL ORACAL 970GRA 020 YELLOW 1,52;76;117
1560;VINIL ORACAL 970MRA 920 BRONZE 1,52;76;117
1561;CALENDARIO ORAFOL;1;150
1562;VINIL ORACAL 970GRA 076 TELEGREY;63;117
1563;VINIL ORACAL 970GRA 031 RED;63;117
1564;VINIL ORACAL 970GRA 371 CHILI RED;63;117
1565;VINIL ORACAL 970MRA 317 AVOCADO;63;117
1566;VINIL ORACAL 970MRA 926 PYRITE;63;117
1567;VINIL ORACAL 970MRA 318 AQUAMARINE - SHIFT;63;117
1568;VINIL ORACAL 751CG 063 LIME TREE GREEN;63;115
1569;VINIL ORACAL 8300 030 - 630mm;31,5;118
1570;VINIL ORACAL 970GRA 547 FJORD BLUE;63;117
1571;FITA ORABOND 1384 1m x 50m;50;621
1575;VINIL ORACAL 970GRA 724 ICE GREY;63;117
1576;VINIL ORACAL 751CG 932 GRAPHITE METALLIC;63;115
1577;FITA ORABOND 1815 12mm x 50m;1;621
1580;VINIL ORACAL 651M - 050 - FOSCO;63;113
1581;VINIL ORACAL 651M - 051 - FOSCO;63;113
1582;VINIL ORACAL 651M - 043 - FOSCO;63;113
1583;VINIL ORACAL 651M - 041 - FOSCO;63;113
1584;VINIL ORACAL 651M - 020 - FOSCO;63;113
1585;VINIL ORACAL 751CG 415 SUMMER PLUM;63;115
1586;VINIL ORACAL 970GRA 073 DARK GREY;63;117
1587;VINIL ORACAL 970GRA 022 LIGHT YELLOW;63;117
1588;VINIL ORACAL 970GRA 123 LIGHTNING STRIKE;63;117
1589;VINIL ORACAL 970GRA 851 THUNDER BLUE-GREEN;63;117
1590;VINIL ORAGUARD 215M 1,30 x 50m;65;131
1593;VINIL ORAJET 3621G BRANCO 1,05x50m;52,5;130
1594;VINIL ORAJET 3621G BRANCO 1,37x50m;68,5;130
1596;VINIL ORACAL 970MRA 197 METAL AZZURE;63;117
1597;VINIL ORACAL 970GRA 351 COMMUNAL ORANGE;63;117
1598;VINIL ORACAL 970GRA 057 TRAFFIC BLUE;63;117
1599;VINIL ORACAL 970GRA 509 SEA BLUE;63;117
1600;MASCARA ORATAPE LT52 PAPEL F99 1,22M X 50M;61;120
1601;VINIL ORAJET 3164XG 010 1,26 x 50m;63;130
1603;VINIL ORACAL 8500 541;63;119
1606;VINIL ORACAL 8300 073 1,26;63;118
1607;VINIL ORACAL 8300 074 1,26;63;118
1610;VINIL IMPRESSAO INFLEX IV2200 BR BRILHO 1,27m;63,5;829
1611;VINIL ORACAL 651M - 562 - FOSCO;63;113
1612;VINIL ORACAL 970GRA 032 LIGHT RED;63;117
1613;VINIL ORAGUARD 200G 1,30 x 50m;65;131
1614;VINIL ORAGUARD 200G 1,37 x 50m;68,5;131
1615;VINIL ORAGUARD 200M 1,30 x 50m;65;131
1616;VINIL ORACAL 7510 037 ORANGE - 1,26x50;63;826
1617;VINIL ORACAL 7510 069 GREEN - 1,26x50;63;826
1618;VINIL ORACAL 7510 357 ORANGE RED FL - 1,26x50;63;826
1619;VINIL ORAJET 3164XM 010 1,26 x 50m;63;130
1625;PELICULA AUTOMOTIVA CA SERIES 35 1,525 x 30m;45,75;838
1626;PELICULA AUTOMOTIVA CA SERIES 15 1,525 x 30m;45,75;838
1627;PELICULA AUTOMOTIVA CA SERIES 20 1,525 x 30m;45,75;838
1628;PELICULA AUTOMOTIVA CA SERIES 05 1,525 x 30m;45,75;838
1629;PELICULA ARQ COMMERCIAL S 50 1,525 x 30m;45,75;839
1630;PELICULA ARQ COMMERCIAL S 60 1,525 x 30m;45,75;839
1631;VINIL ORAJET 3971GRA+ 010 1,37 x 50m;68,5;832
1632;VINIL ORAGUARD 290G 1,52;76;832
1633;VINIL ORAJET 3951G 000 1,52;76;614
1634;VINIL ORACAL 7510 046 PINK - 1,26x50;63;826
1635;VINIL ORACAL 7510 038 RED ORANGE - 1,26x50;63;826
1636;VINIL ORAGUARD 290GF 1,37;68,5;832
1637;VINIL ORAJET 3951G 010 1,37;68,5;614
1638;VINIL ORAJET 3951GRA 010 1,37;68,5;614
1639;VINIL ORAJET 3164M 000 1,26 x 50m;63;130
1640;VINIL ORAJET 3620G BRANCO 1,26x50m;63;130
1641;VINIL ORAJET 3621G BRANCO 1,26x50m;63;130
1642;VINIL ORAJET 3621G BRANCO 1,52x50m;76;130
1643;ESPATULA PARA REFLETIVOS;1;150
1646;VINIL ORALITE 5500 010 - 1,235m;61,75;121
1647;MASCARA RTAPE 4075 RLA 1,22 X 91,4m;111,51;831
1648;VINIL ORACAL 751CG 361 APPLE RED;63;115
1649;VINIL ORACAL 751CG 595 BLUE GREEN;63;115
1650;VINIL ORACAL 651M - 053 - FOSCO;63;113
1651;VINIL ORACAL 651M - 054 - FOSCO;63;113
1652;VINIL ORACAL 651M - 063 - FOSCO;63;113
1653;VINIL ORACAL 651M - 068 - FOSCO;63;113
1654;VINIL ORACAL 651M - 098 - FOSCO;63;113
1655;VINIL ORACAL 651M - 613 - FOSCO;63;113
1656;PELICULA AUTO BASIC SERIES 20 1,525 x 30m;45,75;838
1657;VINIL ORACAL 651M - 052 - FOSCO;63;113
1658;VINIL ORACAL 7510 029 YELLOW - 1,26x50;63;826
1659;VINIL ORAJET 3740M 1,37 x 50m;68,5;614
1660;VINIL ORACAL 651M - 042 - FOSCO;63;113
1661;VINIL ORACAL 651M - 518 - FOSCO;63;113
1662;VINIL ORACAL 970MRA 285 NATO OLIVE;63;117
1663;VINIL ORAGUARD 2815GF+ 1,52;76;832
1664;VINIL ORAGUARD 2815MF+ 1,52;76;832
1665;PELICULA AUTO WS70 PARA-BRISA 1,525 x 30m;45,75;838
1666;VINIL ORACAL 8500 005;63;119
1668;VINIL ORACAL 751CG 588 ALPHA BLUE;63;115
1669;VINIL ORACAL 751CG 044 MAGENTA;63;115
1670;VINIL ORACAL 751CG 599 TURQUOISE;63;115
1671;VINIL ORACAL 651M - 064 - FOSCO;63;113
1672;VINIL ORACAL 8500 542;63;119
1673;VINIL ORACAL 8500 006;63;119
1674;VINIL ORAJET 3620G TRANSP 1,05x50m;52,5;130
1681;MASCARA RTAPE 4885 1,22 X 91,4m;111,51;831
1683;PELICULA AUTO BASIC SERIES 05 1,525 x 30m;45,75;838
1684;PELICULA AUTO BASIC SERIES 15 1,525 x 30m;45,75;838
1685;PELICULA SAFETY 100 INTERNA 1,525 x 30m;45,75;838
1686;PELICULA SAFETY 200 INTERNA 1,525 x 30m;45,75;838
1687;VINIL ORAJET 3164XM 010 1,37 x 50m;68,5;130
1688;VINIL ORAJET 3164XM 010 1,52 x 50m;76;130
1689;VINIL ORAJET 3164XG 010 1,37 x 50m;68,5;130
1690;VINIL ORACAL 352/000/TRANSP;63;111
1691;VINIL ORACAL 970SMRA 070 - PRETO SUPER FOSCO;63;117
1692;VINIL ORAGUARD 200M 1,37 x 50m;68,5;131
1693;PELICULA AUTO BASIC SERIES 35 1,525 x 30m;45,75;838
1694;PELICULA AUTO BASIC SERIES 50 1,525 x 30m;45,75;838
1695;VINIL ORACAL 651M - 036 - FOSCO;63;113
1696;PELICULA AUTOMOTIVA CA SERIES 50 1,525 x 30m;45,75;838
1697;PELICULA ARQ COMMERCIAL S 20 1,525 x 30m;45,75;839
1698;VINIL ORACAL 651M - 066 - FOSCO;63;113
1699;VINIL ORACAL 751CG 025 BRIMSTONE YELLOW;63;115
1700;PELICULA ARQ COMMERCIAL S 30 1,525 x 30m;45,75;839
1701;PELICULA ARQ UV05 F090;63;839
1702;VINIL ORACAL 352 010 WHITE;63;111
1703;PELICULA ARQ COMMERCIAL S 00 1,525 x 30m;45,75;839
1704;VINIL ORAGUARD 215G 1,52 50 F000;76;131
1705;VINIL ORACAL 651M - 047 - FOSCO;63;113
1706;VINIL ORACAL 651M - 067 - FOSCO;63;113
1707;VINIL ORAJET 3620G TRANSP 1,26x50m;63;130
1708;VINIL ORACAL 751CG 080 BROWN;63;115
1709;VINIL ORACAL 651M - 055 - FOSCO;63;113
1710;PELICULA ARQ COMMERCIAL S 05 1,525 x 30m;76,25;839
1712;MASCARA ORATAPE MT95 TRANSP F99 1,37M X 50M;68,5;120
1713;VINIL ORACAL 651M - 062 - FOSCO;63;113
1714;VINIL ORACAL 651GRA - 070 RAPID AIR;63;113
1716;VINIL ORACAL 8300 034 1,26;63;118
1717;VINIL ORACAL 8300 049 1,26;63;118
1718;VINIL ORACAL 8300 054 1,26;63;118
1719;VINIL ORACAL 8300 063 1,26;63;118
1720;VINIL ORACAL 8300 085 1,26;63;118
1721;VINIL ORACAL 8300 216 1,26;63;118
1722;VINIL ORAJET 3164XGRA 010 1,37 x 50m;68,5;130
1723;VINIL ORACAL 651M - 061;63;113
1724;VINIL ORAGUARD 2715GF+ 1,52;76;131
1725;VINIL ORAJET 3651M 010 1,26 X 50m;63;130
1726;VINIL ORAJET 3651G RA BRANCO 1,52m X 50m;76;130
3958;WF COMMERCIAL 050;76,5;
